,lon,lat,date,type,x_m,y_m
107897,-81.32641889891765,-4.634060919943852,2020-12-31,satellite,8160.3151154548395,1766.085688907653
155270,-81.3099,-4.5664,2020-04-17,ais,9989.269765417033,9246.064091729
155274,-81.3221066667,-4.5782933333,2020-10-01,ais,8635.82495950564,7930.794314190745
155280,-81.3290133333,-4.5693333333,2020-02-03,ais,7869.255982216331,8920.875522280112
155302,-81.3156,-4.58288,2020-10-12,ais,9357.793349095155,7424.110327383503
155306,-81.3110566667,-4.561355,2020-04-19,ais,9860.72477308684,9803.676444111392
155329,-81.3328266667,-4.6349866667,2020-03-24,ais,7449.642666281725,1663.4240914527327
155330,-81.3251466667,-4.6473866667,2020-04-29,ais,8302.101604416617,293.13472143933177
155372,-81.3145666667,-4.583245,2020-09-26,ais,9472.431718110689,7383.814033856615
155373,-81.31096,-4.5615466667,2020-04-15,ais,9871.456816407212,9782.494488136843
155374,-81.32072,-4.57888,2020-09-25,ais,8789.668562480249,7866.01373266615
155379,-81.3977333333,-4.6390133333,2020-02-21,ais,250.7219884286751,1214.6076914910227
155380,-81.3165016667,-4.5641166667,2020-08-23,ais,9256.863974409236,9498.14221044816
155381,-81.311,-4.5658333333,2020-12-08,ais,9867.224406947556,9308.65005479753
155382,-81.3128533333,-4.5648533333,2020-03-11,ais,9661.594806196168,9416.888900680467
155430,-81.3278933333,-4.6474133333,2020-03-01,ais,7997.46100285399,290.04635186865926
155431,-81.3251733333,-4.64736,2020-05-03,ais,8299.142567649484,296.0810744892806
155449,-81.32536,-4.6464,2020-11-10,ais,8278.389922331378,402.1890891250223
155463,-81.3105333333,-4.5673333333,2020-04-14,ais,9919.061337485153,9142.864361926913
155491,-81.3212533333,-4.57456,2020-08-31,ais,8730.295499281085,8343.51506386511
155510,-81.3238133333,-4.6469866667,2020-02-23,ais,8449.965790121176,337.4182140417397
155533,-81.3213333333,-4.5758666667,2020-08-23,ais,8721.48614959122,8199.073678329587
155542,-81.3235466667,-4.6447466667,2020-02-29,ais,8479.429428658681,585.0392880104482
155544,-81.3273833333,-4.6489383333,2020-04-25,ais,8054.104867056245,121.50039027445018
155565,-81.3159466667,-4.5828533333,2020-09-27,ais,9319.338657105283,7427.041099052876
155607,-81.3229066667,-4.5746666667,2020-09-02,ais,8546.905472994316,8331.642025223002
155614,-81.3113416667,-4.56488,2020-02-08,ais,9829.279170671885,9414.013893594965
155636,-81.3114133333,-4.56736,2020-12-17,ais,9821.448101911636,9139.874470375478
155640,-81.3133066667,-4.5732,2020-01-16,ais,9611.710254183447,8494.237076090649
155645,-81.3122666667,-4.62064,2020-11-13,ais,9729.36251840822,3250.3262753151357
155646,-81.3148266667,-4.58312,2020-09-22,ais,9443.585626765562,7397.618725061417
155683,-81.32784,-4.6465866667,2020-04-29,ais,8003.334017071873,381.4281007349491
155698,-81.3133333333,-4.5673333333,2020-03-12,ais,9608.469682228635,9142.729709761217
155701,-81.3127083333,-4.579245,2020-03-10,ais,9678.371181743627,7826.059253841639
155726,-81.3262133333,-4.5802666667,2020-11-04,ais,8180.396080495382,7712.458487741649
155727,-81.3143516667,-4.57673,2020-03-06,ais,9495.964694799157,8103.98462427035
155758,-81.3146066667,-4.576225,2020-02-18,ais,9467.654573780368,8159.794314224273
155762,-81.38744,-4.5862666667,2020-05-24,ais,1389.240909583401,7045.842982696369
155768,-81.3169866667,-4.56416,2020-08-25,ais,9203.066907266038,9493.328534500673
155791,-81.3146083333,-4.5762833333,2020-02-16,ais,9467.472532359301,8153.346142113209
155794,-81.32776,-4.64656,2020-04-13,ais,8012.205729433568,384.37992692552507
155803,-81.32155,-4.5785,2020-09-19,ais,8697.582896398497,7907.9773002155125
155839,-81.3209066667,-4.61072,2020-11-28,ais,8770.541926549166,4346.446149740368
155848,-81.3254133333,-4.6472266667,2020-04-13,ais,8272.516585864418,310.8073729407042
155879,-81.3256533333,-4.6471733333,2020-04-02,ais,8245.89466584305,316.6905455868691
155880,-81.3261333333,-4.64712,2020-04-12,ais,8192.653530787502,322.56142691522837
155893,-81.31224,-4.5640533333,2020-02-19,ais,9729.591051236726,9505.34940363653
155898,-81.31877,-4.5825266667,2020-11-19,ais,9006.149272007926,7463.011842351407
155903,-81.3213866667,-4.5784266667,2020-09-22,ais,8715.696845643339,7916.091593088582
155947,-81.325375,-4.6471283333,2020-04-01,ais,8276.763259520463,321.6790151167661
155970,-81.314345,-4.5768366667,2020-02-28,ais,9496.70935484994,8092.194142520428
155975,-81.3283466667,-4.6425333333,2020-03-21,ais,7946.929931936902,829.4539684485644
156002,-81.314335,-4.5768566667,2020-03-03,ais,9497.819564232952,8089.983852790669
156053,-81.31344,-4.5732,2020-01-14,ais,9596.920297299162,8494.230626277626
156054,-81.3156533333,-4.57504,2020-02-05,ais,9351.4962889952,8290.73181695491
156055,-81.3190666667,-4.6084266667,2020-06-18,ais,8974.519395409443,4600.040356745943
156056,-81.314415,-4.583355,2020-10-09,ais,9489.26040106843,7371.662146069109
156058,-81.3215833333,-4.5784,2020-09-24,ais,8693.880481737491,7919.029528612271
156068,-81.32272,-4.6414666667,2020-03-20,ais,8570.952791100834,947.6492834612727
156081,-81.31544,-4.5770933333,2020-01-04,ais,9375.259863386978,8063.769262075424
156082,-81.3116,-4.57384,2020-01-05,ais,9801.05241575319,8423.574605289847
156083,-81.3134666667,-4.57424,2020-01-13,ais,9594.01245558745,8379.26903773658
156084,-81.317665,-4.5750516667,2020-01-19,ais,9128.353824952093,8289.34382278286
156099,-81.3115,-4.565,2020-03-10,ais,9811.721636644215,9400.74165179953
156110,-81.323445,-4.6446116667,2020-02-28,ais,8490.698838932498,599.9672186169773
156128,-81.31464,-4.57408,2020-01-08,ais,9463.853239862074,8396.898345304653
156134,-81.3855733333,-4.6172266667,2020-06-23,ais,1598.145958338282,3623.6462384574115
156135,-81.3128533333,-4.5643733333,2020-01-19,ais,9661.571749341558,9469.947483377531
156137,-81.3211333333,-4.5745166667,2020-09-01,ais,8743.604307445057,8348.311027694494
156138,-81.3217333333,-4.5784,2020-09-16,ais,8677.241882890637,7919.022072328255
156141,-81.3279466667,-4.634,2020-03-22,ais,7990.858983741782,1772.7415455486625
156159,-81.3219766667,-4.5793133333,2020-02-11,ais,8650.295662313525,7818.051152344793
156160,-81.3175733333,-4.5754133333,2020-01-21,ais,9138.539580310637,8249.370128281415
156166,-81.3147566667,-4.5830716667,2020-09-24,ais,9451.347904918774,7402.964838387445
156192,-81.3380266667,-4.56744,2020-10-18,ais,6869.3489609268145,9129.699040694162
156201,-81.32408,-4.5844,2020-03-11,ais,8417.239861542534,7255.671659316868
156223,-81.3142283333,-4.5763983333,2020-02-27,ais,9509.629306440766,8140.652639809996
156231,-81.3223733333,-4.5792,2020-07-24,ais,8606.290245406679,7830.559132833034
156239,-81.3135733333,-4.5673333333,2020-04-19,ais,9581.847536519985,9142.718111904338
156240,-81.3101866667,-4.5765866667,2020-01-18,ais,9957.956933283713,8120.029424007982
156259,-81.3437866667,-4.5748266667,2020-08-01,ais,6230.806280323828,8312.88100907579
156265,-81.3219733333,-4.5785866667,2020-09-14,ais,8650.629380191676,7898.376212051138
156299,-81.3147466667,-4.57712,2020-02-07,ais,9452.168544070038,8060.855309389532
156303,-81.3297866667,-4.64216,2020-06-12,ais,7787.194363969553,870.647663038224
156308,-81.31504,-4.58296,2020-10-01,ais,9419.914245411986,7415.2945386413485
156327,-81.3252,-4.64736,2020-04-30,ais,8296.184875145438,296.07971437461674
156341,-81.3260216667,-4.6467466667,2020-08-08,ais,8205.019826242002,363.8350681141019
156357,-81.3251166667,-4.5846666667,2020-03-13,ais,8302.262947452604,7226.14254421927
156387,-81.3257833333,-4.6466966667,2020-04-15,ais,8231.45165614551,369.3742045853287
156425,-81.3210133333,-4.61072,2020-11-16,ais,8758.710575048986,4346.44082198292
156475,-81.3213166667,-4.5784333333,2020-09-23,ais,8723.46185447299,7915.35815111734
156476,-81.32325,-4.5784833333,2020-10-02,ais,8509.011292312993,7909.734917119145
156485,-81.3290933333,-4.6473866667,2020-03-03,ais,7864.363601185032,292.93222686834633
156486,-81.32536,-4.6472483333,2020-04-14,ais,8278.433062926808,308.415088230744
156519,-81.3232266667,-4.6462133333,2020-02-25,ais,8514.99589322973,422.93154164776206
156531,-81.31148,-4.56999,2020-12-31,ais,9814.178948872723,8849.154456650838
156532,-81.3129333333,-4.57576,2020-01-07,ais,9653.245416890597,8211.275933621451
156534,-81.321,-4.610685,2020-11-23,ais,8760.187748826982,4350.310351029038
156546,-81.318,-4.5642933333,2020-08-22,ais,9090.668267997797,9478.54047017172
156570,-81.3104266667,-4.56752,2020-12-14,ais,9930.902294003114,9122.235573787242
156580,-81.32152,-4.5707466667,2020-04-25,ais,8700.527028080134,8765.023234186694
156581,-81.3128266667,-4.56456,2020-01-21,ais,9664.538735590584,9449.314871856943
156582,-81.3731733333,-4.5868,2020-10-04,ais,2971.7798085397226,6987.728517804295
156590,-81.32424,-4.5846133333,2020-03-09,ais,8399.502833049686,7232.082006119192
156591,-81.31032,-4.57056,2020-03-27,ais,9942.87934037851,8786.203026590869
156593,-81.31112,-4.5677333333,2020-09-08,ais,9854.0041135535,9098.62076726742
156601,-81.32352,-4.6471466667,2020-02-20,ais,8482.508466506435,319.746850958094
156618,-81.3153066667,-4.5760266667,2020-01-02,ais,9389.99796904769,8181.683779321611
156620,-81.3143633333,-4.57672,2020-02-29,ais,9494.670102913049,8105.089445378631
156631,-81.3211166667,-4.5746,2020-09-05,ais,8745.457160715188,8339.10028843768
156673,-81.3098133333,-4.56584,2020-03-08,ais,9998.856683853839,9307.96989560686
156685,-81.330355,-4.5817966667,2020-09-04,ais,7721.0646505644545,7543.123687788844
156688,-81.3143383333,-4.5833333333,2020-10-10,ais,9497.763463023759,7374.060885518789
156689,-81.31434,-4.5833266667,2020-10-11,ais,9497.578264333599,7374.797722345218
156702,-81.31168,-4.5694933333,2020-06-17,ais,9791.970118428406,8904.045743992552
156710,-81.32587,-4.6484816667,2020-03-31,ais,8221.930084703432,172.05746549926698
156711,-81.32576,-4.64696,2020-05-05,ais,8234.053040579718,340.2667690832168
156723,-81.3147666667,-4.577155,2020-02-06,ais,9449.951757901348,8056.985479783267
156749,-81.3254666667,-4.6472,2020-04-20,ais,8266.599842947966,313.7523637972772
156767,-81.3994416667,-4.59049,2020-09-02,ais,58.23269706609426,6578.265509638935
156769,-81.3143383333,-4.576805,2020-03-01,ais,9497.447320499632,8095.694864237681
156772,-81.3257283333,-4.63925,2020-04-02,ais,8237.173092160316,1192.5248022302985
156774,-81.3214833333,-4.5783833333,2020-09-28,ais,8704.972055682912,7920.876815350726
156816,-81.3210133333,-4.6106933333,2020-11-05,ais,8758.709247453779,4349.388530798256
156817,-81.3121866667,-4.6173333333,2020-11-19,ais,9738.075525121705,3615.845386389643
156829,-81.3251233333,-4.6473666667,2020-05-02,ais,8304.688572957937,295.34669337421656
156848,-81.3127466667,-4.5634666667,2020-11-04,ais,9673.360324081557,9570.174380933866
156850,-81.3177066667,-4.5750666667,2020-01-20,ais,9123.732701916888,8287.683696696535
156852,-81.3143533333,-4.5767416667,2020-03-07,ais,9495.780393165362,8102.694920705631
156865,-81.3252,-4.6449866667,2020-03-29,ais,8296.064259397972,558.4258363582194
156914,-81.3204266667,-4.57488,2020-03-09,ais,8822.008918385778,8308.183593563735
156918,-81.3120533333,-4.5644,2020-01-20,ais,9750.313867921068,9467.03829231672
156948,-81.37816,-4.5783466667,2020-11-01,ais,2418.1493810585816,7921.86592910625
156949,-81.321995,-4.5794266667,2020-02-12,ais,8648.267683141457,7805.5224954895675
156950,-81.3142983333,-4.5768583333,2020-03-04,ais,9501.88686746097,8089.801409332082
156957,-81.3992266667,-4.6141066667,2020-06-29,ais,83.54073233623058,3967.695805698633
156958,-81.3105266667,-4.5614033333,2020-04-16,ais,9919.518119353976,9798.359106423333
156960,-81.3226666667,-4.5745866667,2020-09-03,ais,8573.523399985454,8340.497095370665
156991,-81.3156266667,-4.57608,2020-02-19,ais,9354.504786818638,8175.772788990289
157005,-81.3117066667,-4.5695733333,2020-06-16,ais,9789.015940726618,8895.201364610344
157038,-81.3114933333,-4.56952,2020-06-15,ais,9812.677446567279,8901.107012288645
157044,-81.326,-4.6484266667,2020-04-22,ais,8207.508570086386,178.13046935759485
157064,-81.31696,-4.5629066667,2020-04-06,ais,9205.963961232337,9631.871737960726
157065,-81.3113066667,-4.5624533333,2020-02-07,ais,9833.04561442096,9682.256142525002
157067,-81.32208,-4.5745066667,2020-08-25,ais,8638.595196701179,8349.369405811653
157068,-81.3213066667,-4.5745066667,2020-08-30,ais,8724.376877516625,8349.407818859443
157074,-81.3769333333,-4.6174666667,2020-11-27,ais,2556.4974955215584,3597.630069831386
157095,-81.3301866667,-4.5817866667,2020-09-03,ais,7739.736271147558,7544.237675303593
157098,-81.3208533333,-4.6106933333,2020-12-05,ais,8776.456286411325,4349.396521732211
157099,-81.3152183333,-4.5829533333,2020-09-29,ais,9400.13261761755,7416.02277430892
157101,-81.3136533333,-4.56888,2020-09-06,ais,9573.048029006517,8971.747666513547
157134,-81.3265866667,-4.58016,2020-11-05,ais,8138.9791704737,7724.230469305068
157137,-81.3152533333,-4.5829066667,2020-09-19,ais,9396.248036967125,7421.179537318647
157139,-81.31288,-4.5644266667,2020-01-18,ais,9658.616279469163,9464.05079253763
157141,-81.3255466667,-4.58432,2020-10-06,ais,8254.548625737778,7264.4410554505885
157163,-81.3303266667,-4.581845,2020-09-05,ais,7724.209941776062,7537.782422812656
157175,-81.38968,-4.59384,2020-08-12,ais,1141.2277424264466,6208.5542906709015
157181,-81.3260533333,-4.6478933333,2020-03-25,ais,8201.566017182893,237.0819426625967
157182,-81.3257066667,-4.6470933333,2020-04-04,ais,8239.97520611604,325.53094985336065
157195,-81.3110666667,-4.5675466667,2020-12-15,ais,9859.911216395907,9119.257209533826
157203,-81.31264,-4.6204266667,2020-06-12,ais,9687.94300904614,3273.889708608389
157205,-81.3099466667,-4.56648,2020-04-18,ais,9984.097037045693,9237.218767296523
157207,-81.3224533333,-4.5745066667,2020-08-26,ais,8597.18335038767,8349.350828530267
157208,-81.3218133333,-4.5783466667,2020-09-30,ais,8668.365320232871,7924.91349594295
157219,-81.3278033333,-4.6473083333,2020-03-02,ais,8007.4378241301165,301.65758852660656
157241,-81.3176533333,-4.5753066667,2020-01-18,ais,9129.660413032223,8261.15700185299
157248,-81.32152,-4.5745866667,2020-08-28,ais,8700.716926734429,8340.554124467075
157251,-81.3149866667,-4.5674133333,2020-04-24,ais,9425.076530097343,9133.806533690542
157252,-81.3114666667,-4.56288,2020-04-23,ais,9815.317796310468,9635.085290161893
157259,-81.3341333333,-4.6456266667,2020-03-05,ais,7305.268171215663,487.2190711349249
157260,-81.3257333333,-4.6470933333,2020-04-03,ais,8237.017523437331,325.5295875929296
157287,-81.3253333333,-4.6470133333,2020-04-19,ais,8281.378805598186,334.3931380286813
157291,-81.3857333333,-4.5821866667,2020-02-06,ais,1578.3077643852448,7496.94679267332
157304,-81.3700783333,-4.5840133333,2020-09-07,ais,3314.9282937651733,7295.943143485114
157309,-81.3251466667,-4.64736,2020-04-28,ais,8302.100249054783,296.08243448473513
157329,-81.3246133333,-4.6193866667,2020-05-29,ais,8359.83885752334,3388.2553463671356
157332,-81.35368,-4.577705,2020-07-11,ais,5133.54649732,7994.179566027597
157352,-81.3369866667,-4.63944,2020-06-23,ais,6988.468804424861,1170.9382455032319
157354,-81.3181066667,-4.5757066667,2020-01-06,ais,9079.394248184806,8216.919225800782
157361,-81.3780533333,-4.5823466667,2020-05-28,ais,2430.2143336252775,7479.714097646996
157364,-81.3216833333,-4.5783166667,2020-09-29,ais,8682.783954255341,7928.236125282943
157398,-81.32568,-4.5842666667,2020-10-07,ais,8239.756201320852,7270.329742470756
157434,-81.3101066667,-4.5669066667,2020-04-13,ais,9966.369248954288,9190.047942532226
157437,-81.32168,-4.5783733333,2020-09-26,ais,8683.156504431623,7921.972430197522
157496,-81.3172,-4.6148,2020-05-11,ais,9181.882373973902,3895.631444569677
157500,-81.3220533333,-4.5795733333,2020-10-12,ais,8641.804405552859,7789.307233501226
157501,-81.3258666667,-4.58432,2020-10-05,ais,8219.0532260646,7264.424927853048
157526,-81.32272,-4.62416,2020-07-22,ais,8570.082457322336,2860.711423004046
157527,-81.3209333333,-4.6105866667,2020-11-24,ais,8767.577457994688,4361.183339809999
