,lon,lat,date,type,x_m,y_m
155657,-81.1967733333,-5.0208533333,2020-04-03,ais,356.0130564090796,5432.746455715969
155659,-81.11024,-5.05152,2020-03-06,ais,9948.91272766015,2045.139043757692
155660,-81.11592,-5.0469066667,2020-01-01,ais,9319.217476629477,2554.982272306457
155661,-81.1197333333,-5.0612333333,2020-01-11,ais,8896.813782951445,971.2518409825861
155662,-81.1111466667,-5.0643466667,2020-09-25,ais,9848.654979309766,627.2765801213682
155671,-81.1104266667,-5.0645066667,2020-02-09,ais,9928.465425724338,609.6039783544838
155677,-81.1110933333,-5.0655466667,2020-05-29,ais,9854.589355216594,494.63090815767646
155678,-81.1248266667,-5.0689333333,2020-01-05,ais,8332.41083919257,119.99556904286146
155681,-81.1289066667,-5.0585866667,2020-06-18,ais,7879.944502192666,1263.6169697083533
155684,-81.1163033333,-5.0655483333,2020-01-11,ais,9277.094911660883,494.34549863263965
155685,-81.1110133333,-5.0692533333,2020-05-20,ais,9863.526952969376,84.90153471753001
155688,-81.115195,-5.061675,2020-05-26,ais,9399.870451155293,922.52147000283
155689,-81.1974933333,-5.0214933333,2020-07-24,ais,276.2213312537642,5361.977334557101
155691,-81.1440716667,-5.0445733333,2020-02-17,ais,6198.6408975714,2812.283724449575
155694,-81.1104066667,-5.06191,2020-12-17,ais,9930.633484645572,896.637022966519
155696,-81.1122816667,-5.0645316667,2020-11-02,ais,9722.850955536356,606.8052289988846
155700,-81.1927733333,-5.0632533333,2020-09-25,ais,800.8048302202369,746.0146076232195
155706,-81.1250933333,-5.06952,2020-04-05,ais,8302.865240343672,55.14033868163824
155707,-81.11,-5.0591666667,2020-10-01,ais,9975.658725226298,1199.8896750938147
155708,-81.19568,-5.0568533333,2020-02-06,ais,478.40436386835063,1453.3698623050004
155714,-81.1128266667,-5.0625866667,2020-02-11,ais,9662.403805421665,821.7929234039038
155715,-81.1104266667,-5.0641066667,2020-02-15,ais,9928.457903284463,653.8195378445089
155718,-81.1956433333,-5.0551033333,2020-12-17,ais,482.41048522503115,1646.8148705046624
155720,-81.1145,-5.06185,2020-07-05,ais,9476.910534500785,903.1907855346799
155721,-81.14216,-5.0538933333,2020-01-12,ais,6410.768696243118,1782.1069612894207
155725,-81.113475,-5.0689,2020-11-23,ais,9590.662008807063,123.91138669103384
155726,-81.1123366667,-5.0534,2020-02-26,ais,9716.541815362289,1837.286228775978
155727,-81.1918933333,-5.06152,2020-04-28,ais,898.2911568533746,937.6449609324336
155730,-81.1104883333,-5.0641466667,2020-02-14,ais,9921.623301647138,649.3968187272549
155734,-81.1240266667,-5.0690933333,2020-01-05,ais,8421.088570043154,102.32634857483208
155735,-81.1124266667,-5.06928,2020-01-17,ais,9706.869589625916,81.92683562077582
155741,-81.11056,-5.06144,2020-02-24,ais,9913.628551617323,948.5874097067863
155744,-81.1980533333,-5.0637333333,2020-06-23,ais,215.56320465216413,692.7795550599694
155745,-81.1153866667,-5.06048,2020-11-09,ais,9378.601853813743,1054.611691461876
155746,-81.11824,-5.06488,2020-02-17,ais,9062.414568591805,568.1835527382791
155751,-81.1108533333,-5.0589066667,2020-03-30,ais,9881.066481823858,1228.6137085538357
155752,-81.1109333333,-5.0592533333,2020-04-01,ais,9872.205457290926,1190.2920564711094
155757,-81.1104533333,-5.064,2020-02-10,ais,9925.500072235649,665.60985439457
155758,-81.1315466667,-5.05304,2020-01-16,ais,7587.190382778761,1876.6810649000108
155762,-81.1241083333,-5.0684816667,2020-01-01,ais,8412.023467047315,169.93761108629405
155763,-81.1122716667,-5.06716,2020-01-11,ais,9724.00966169755,316.27232048101723
155764,-81.11056,-5.0643466667,2020-02-01,ais,9913.683265447617,627.2876862864941
155765,-81.1100733333,-5.0582933333,2020-09-24,ais,9967.513775718282,1296.4255929887295
155771,-81.1103466667,-5.0538666667,2020-01-12,ais,9937.133166185638,1785.739180399105
155773,-81.1133333333,-5.0684,2020-11-23,ais,9606.355097427906,179.18359491974115
155774,-81.1132966667,-5.0678966667,2020-12-15,ais,9610.409613607742,234.82222568430007
155776,-81.118875,-5.0664666667,2020-01-08,ais,8992.061011872021,392.78224644064903
