,lon,lat,date,type,x_m,y_m
107690,-81.14446458154211,-5.063149184988394,2020-12-29,satellite,6155.543480846623,758.9178636483848
107691,-81.14322026959307,-5.066243391004635,2020-12-29,satellite,6293.543480847264,416.9178636595607
107692,-81.14285471075792,-5.065429279842729,2020-12-29,satellite,6334.0434808474965,506.9178636558354
107693,-81.13970165177533,-5.065579236741171,2020-12-29,satellite,6683.543480847438,490.41786365769804
155263,-81.1104,-5.0651733333,2020-05-09,ais,9931.433795356774,535.9118882659823
155264,-81.1413333333,-5.0508533333,2020-08-04,ais,6502.328039868153,2118.165454812348
155265,-81.1953333333,-5.04784,2020-03-02,ais,516.531629810459,2449.7088945563883
155266,-81.1133066667,-5.0633066667,2020-02-09,ais,9609.212589043425,742.1956468075514
155271,-81.1859466667,-5.05272,2020-09-08,ais,1557.168376976333,1910.5820922534913
155275,-81.1226666667,-5.0528333333,2020-12-09,ais,8571.495460701466,1899.7181052789092
155276,-81.1503466667,-5.0268533333,2020-02-02,ais,5502.623675207607,4770.877225708216
155280,-81.1337616667,-5.0429533333,2020-09-29,ais,7341.438173610135,2991.6004256475717
155281,-81.16992,-5.0498666667,2020-03-29,ais,3333.57736394339,2226.47297164239
155283,-81.1104766667,-5.0512383333,2020-10-30,ais,9922.67392180214,2076.2697091083974
155284,-81.1105333333,-5.0674666667,2020-02-13,ais,9916.69785035227,282.4068074580282
155285,-81.11064,-5.0646933333,2020-02-24,ais,9904.822304778441,588.9660305567086
155287,-81.1924,-5.0276533333,2020-01-20,ais,841.0245230862056,4681.224144868553
155288,-81.11136,-5.0634933333,2020-09-26,ais,9824.99215224589,721.5990630481392
155289,-81.1106783333,-5.0666716667,2020-03-31,ais,9900.61060330458,370.2824996355921
155291,-81.11075,-5.0587983333,2020-03-31,ais,9892.518377897912,1240.590714611113
155294,-81.1135766667,-5.0693366667,2020-03-23,ais,9579.401431458944,75.64074545912445
155296,-81.11341,-5.069255,2020-12-09,ais,9597.873660097655,84.67132829129696
155297,-81.1105066667,-5.0642933333,2020-02-16,ais,9919.593920007523,633.1841083411127
155298,-81.1105066667,-5.06112,2020-02-25,ais,9919.534217572073,983.960860259831
155299,-81.1946233333,-5.0544133333,2020-01-28,ais,595.4502388386754,1723.120913097635
155300,-81.1129866667,-5.0685333333,2020-06-21,ais,9644.783224608807,164.45178021118045
155301,-81.1236666667,-5.05853,2020-01-29,ais,8460.769563981332,1269.993727967143
155302,-81.1166716667,-5.052185,2020-12-14,ais,9236.002315499645,1971.506384735927
155303,-81.11216,-5.0471466667,2020-12-09,ais,9736.00541290536,2528.525926237926
155307,-81.16584,-5.0497066667,2020-01-08,ais,3785.8261363982456,2244.275870202109
155309,-81.11048,-5.06408,2020-02-03,ais,9922.545741120237,656.766239522025
155312,-81.1882933333,-5.02504,2020-05-26,ais,1296.1665439866483,4970.232344325632
155315,-81.1107466667,-5.06928,2020-05-20,ais,9893.085536305036,81.95888089574873
155318,-81.1844533333,-5.0335466667,2020-11-22,ais,1722.0986392209888,4030.033968269825
155320,-81.1105866667,-5.06416,2020-02-07,ais,9910.723915238399,647.9211142566055
155322,-81.129145,-5.04606,2020-11-30,ais,7853.251654782158,2648.2960925791413
155325,-81.1105066667,-5.0641333333,2020-01-31,ais,9919.590908907005,650.8703321330249
155326,-81.1963,-5.0251666667,2020-08-10,ais,408.62577860598685,4955.969791708514
155330,-81.1118133333,-5.04912,2020-04-05,ais,9774.469692094135,2310.402542360127
155331,-81.1231733333,-5.0671733333,2020-01-02,ais,8515.634216548759,314.57918323762715
155340,-81.1104616667,-5.0610116667,2020-02-26,ais,9924.520170406147,995.9367512781173
155342,-81.11075,-5.061595,2020-10-30,ais,9892.571083586197,931.4502932839096
155343,-81.1150516667,-5.069545,2020-11-02,ais,9415.91234919324,52.58298162743449
155344,-81.1263466667,-5.0448,2020-02-01,ais,8163.411045726854,2787.635933091864
155345,-81.1995733333,-5.02184,2020-03-14,ais,45.66213478700956,5323.587138324976
155351,-81.1212333333,-5.0576383333,2020-11-13,ais,8730.47328399762,1368.6084279399365
155352,-81.13136,-5.0531466667,2020-01-16,ais,7607.883959238185,1864.8944216240197
155353,-81.1105866667,-5.05704,2020-06-30,ais,9910.589919702266,1434.9579875450581
155356,-81.1122933333,-5.05464,2020-01-14,ais,9721.36879480764,1700.2188585344702
155362,-81.19649,-5.0552833333,2020-02-26,ais,388.5671570847626,1626.889496838674
155363,-81.1104,-5.0612,2020-02-27,ais,9931.359106980148,975.1197599750012
155366,-81.11485,-5.0581,2020-11-13,ais,9438.041813304357,1317.7048118896782
155367,-81.1965866667,-5.0068,2020-09-26,ais,376.23950233100913,6986.196459136903
155368,-81.1142666667,-5.0469866667,2020-12-12,ais,9502.485476382542,2546.1715495809913
155373,-81.1100616667,-5.061185,2020-12-18,ais,9968.861108843645,976.78420836851
155379,-81.1113333333,-5.0535,2020-04-08,ais,9827.758729039459,1826.251463541761
155380,-81.1807333333,-5.0246,2020-10-05,ais,2134.184365948022,5019.10593992658
155389,-81.12114,-5.068935,2020-02-09,ais,8741.051809771801,119.88883229345083
155395,-81.11256,-5.0660533333,2020-09-26,ais,9692.02865522384,438.59651780314744
155399,-81.1365866667,-5.05376,2020-12-04,ais,7028.544858256006,1796.9778698012233
155402,-81.1117033333,-5.0686216667,2020-12-07,ais,9787.033373408369,154.71214354783297
155403,-81.1968266667,-5.0453866667,2020-01-05,ais,350.91828982153675,2720.8487508744
155405,-81.111555,-5.0483466667,2020-12-10,ais,9803.090324194578,2395.8908284585923
155406,-81.1127466667,-5.06728,2020-04-12,ais,9671.361451826291,302.9985188636929
155410,-81.1153016667,-5.060915,2020-11-10,ais,9388.032158321294,1006.5289409290999
155411,-81.1108133333,-5.0677983333,2020-01-10,ais,9885.668036947201,245.73944723047316
155412,-81.1246133333,-5.0693333333,2020-01-03,ais,8356.065836620168,75.78452859260142
155413,-81.12653,-5.0664566667,2020-02-05,ais,8143.55496340181,393.7271628603339
155414,-81.110275,-5.0643383333,2020-02-06,ais,9945.273552512343,628.2142252530903
155418,-81.1106666667,-5.05496,2020-05-27,ais,9901.683189670206,1664.8773307166994
155419,-81.1795733333,-5.0483733333,2020-01-08,ais,2263.4942851092783,2391.2575594689697
155424,-81.184065,-5.0051916667,2020-03-08,ais,1764.2641152799479,7164.382530564442
155425,-81.1103733333,-5.0639466667,2020-02-11,ais,9934.36656744621,671.5067669339478
155428,-81.11552,-5.06952,2020-04-26,ais,9364.00048522948,55.33722514472902
155432,-81.1107316667,-5.064575,2020-01-29,ais,9894.659405742306,602.0447306521237
155436,-81.1175616667,-5.069325,2020-02-16,ais,9137.692516518408,76.85164424777031
155438,-81.12568,-5.06728,2020-09-17,ais,8237.789454430691,302.73506272770464
155439,-81.1139466667,-5.06968,2020-03-11,ais,9538.396256005683,37.68185473792255
155444,-81.11111,-5.0694883333,2020-10-19,ais,9852.81659378676,58.92305367812514
155447,-81.1149866667,-5.06752,2020-02-29,ais,9423.07744279498,276.42559348605573
155451,-81.1785933333,-5.0586166667,2020-03-30,ais,2372.4349518856616,1258.9976532738656
155452,-81.15568,-5.0521866667,2020-01-17,ais,4912.090935567394,1970.4171489458531
155456,-81.1123416667,-5.0554783333,2020-07-04,ais,9716.027273578045,1607.5495138745755
155459,-81.1150366667,-5.0598,2020-11-08,ais,9417.384061032091,1129.7850258816034
155460,-81.1966933333,-4.9986666667,2020-02-22,ais,364.1459541907534,7885.244524883106
155463,-81.1533533333,-5.0559183333,2020-05-14,ais,5170.089721654658,1557.9835070371628
155465,-81.1109066667,-5.05584,2020-07-04,ais,9875.096919379313,1567.5985925793648
155466,-81.1116116667,-5.0692283333,2020-12-10,ais,9797.2055106138,87.65362286567688
155467,-81.1340266667,-5.0654133333,2020-01-18,ais,7312.5752484838595,508.8893373310566
155468,-81.1126133333,-5.06232,2020-02-12,ais,9686.045413996093,851.2740724366158
155469,-81.1101666667,-5.0588333333,2020-10-02,ais,9957.178383770166,1236.7328456249088
155476,-81.12168,-5.05712,2020-07-13,ais,8680.95185578143,1425.8951779566705
155479,-81.11382,-5.0566933333,2020-05-10,ais,9552.18466534547,1473.2162713240832
155480,-81.1113866667,-5.0623466667,2020-08-01,ais,9822.014567747538,848.3498177677393
155481,-81.1140533333,-5.0526133333,2020-03-31,ais,9526.241742841667,1924.2103662434965
155483,-81.11095,-5.0698333333,2020-04-02,ais,9870.557965562795,20.790163485333323
155484,-81.1106933333,-5.0649333333,2020-01-30,ais,9898.915174433612,562.4356861934066
155485,-81.1105183333,-5.06423,2020-02-08,ais,9918.299559203326,640.1846814099699
155486,-81.19626,-5.0602083333,2020-05-18,ais,414.2260563140153,1082.491066960618
155487,-81.1970133333,-5.0558666667,2020-07-10,ais,330.5774771250435,1562.3906703330576
155492,-81.11382,-5.0547,2020-03-10,ais,9552.146092100069,1693.5571060068905
155493,-81.1146916667,-5.0665316667,2020-03-23,ais,9455.756853506144,385.6806820537895
155495,-81.1201066667,-5.07,2020-02-07,ais,8855.611295725452,2.186151944100857
155496,-81.15768,-5.06016,2020-08-04,ais,4690.612831661012,1088.998814912513
155497,-81.11072,-5.0644,2020-01-28,ais,9895.949285122217,621.3892588429153
155501,-81.1162083333,-5.0562616667,2020-03-16,ais,9287.441375255643,1520.8853794727474
155505,-81.1108266667,-5.0646933333,2020-02-23,ais,9884.131495045614,588.9625003617257
155509,-81.1103466667,-5.0644266667,2020-05-10,ais,9937.331413021195,618.4485984221101
155510,-81.19656,-5.0089866667,2020-11-06,ais,379.26799429318635,6744.485068107024
155513,-81.1155466667,-5.0698133333,2020-12-18,ais,9361.050451873802,22.911947511136532
155514,-81.1246983333,-5.06919,2020-01-04,ais,8346.64114595548,91.62663291953504
155517,-81.11056,-5.0648266667,2020-01-19,ais,9913.692303773481,574.2290142029524
155518,-81.118,-5.0612,2020-05-12,ais,9088.943098278367,974.9716321695596
155524,-81.11056,-5.0644266667,2020-02-04,ais,9913.684771775908,618.4445743262768
155526,-81.11056,-5.0561333333,2020-03-16,ais,9913.528742056456,1535.1804055310786
155529,-81.1106133333,-5.0645866667,2020-02-22,ais,9907.776128392201,600.7573430743068
155530,-81.11048,-5.0640533333,2020-02-19,ais,9922.545239405124,659.7139471545815
155536,-81.1106666667,-5.0523466667,2020-04-06,ais,9901.63403960527,1953.752223296091
155539,-81.1103766667,-5.0611333333,2020-02-28,ais,9933.944215489959,982.489462448284
155543,-81.11172,-5.06342,2020-09-24,ais,9785.086985206115,729.6983891911805
155544,-81.1103466667,-5.0689866667,2020-06-18,ais,9937.41714721988,114.39118429087102
155548,-81.1128,-5.0625866667,2020-02-10,ais,9665.359648325131,821.793436979875
155557,-81.1231733333,-5.0637333333,2020-02-16,ais,8515.562039633049,694.8331791982055
155561,-81.1946666667,-5.00192,2020-01-11,ais,588.9190064027207,7525.690810486674
155562,-81.1244266667,-5.0691466667,2020-01-06,ais,8376.752538432716,96.42243567854166
155565,-81.1101766667,-5.0637483333,2020-05-28,ais,9956.162105711235,693.4340254329145
155567,-81.1104266667,-5.0639716667,2020-02-12,ais,9928.45536459476,668.7422890495509
155568,-81.1104,-5.06392,2020-02-13,ais,9931.410229623725,674.4539718870074
155569,-81.1104,-5.0644266667,2020-02-18,ais,9931.419755497016,618.447593126446
155570,-81.136,-5.0291466667,2020-05-25,ais,7093.006750363973,4517.722930889577
155571,-81.1110933333,-5.05552,2020-03-08,ais,9854.399795325531,1602.9674989953637
155573,-81.117365,-5.0577616667,2020-04-12,ais,9159.260522056196,1355.0539966840297
155575,-81.1685333333,-5.0354133333,2020-11-15,ais,3486.8713054578984,3824.1713349502534
155581,-81.11677,-5.04823,2020-12-30,ais,9225.024054397654,2408.6856792401522
155586,-81.1175733333,-5.0658133333,2020-09-26,ais,9136.328997393197,465.02731399796903
155587,-81.12112,-5.0689333333,2020-01-28,ais,8743.268633787346,120.07348166033626
155591,-81.1105333333,-5.0643466667,2020-02-02,ais,9916.639100133558,627.2881897147745
155597,-81.111525,-5.06951,2020-12-10,ais,9806.817248339648,56.52014287747443
155598,-81.1104183333,-5.0646966667,2020-02-05,ais,9929.392703162506,588.6017445623875
155605,-81.1799616667,-5.0523266667,2020-06-29,ais,2220.5696336222463,1954.2474101502448
155609,-81.19744,-5.0574133333,2020-02-28,ais,283.335299651837,1391.4088496733457
155610,-81.1103733333,-5.06392,2020-01-24,ais,9934.366066228657,674.4544745441526
155612,-81.1690133333,-5.0415533333,2020-12-14,ais,3433.839691833651,3145.4476014059037
155613,-81.1109866667,-5.05912,2020-03-29,ais,9866.291223946842,1205.0295609496534
155619,-81.11006,-5.06441,2020-02-17,ais,9969.106283186062,620.2963122073561
155625,-81.11536,-5.0698933333,2020-01-24,ais,9381.74267549906,14.072516964748502
155627,-81.1116016667,-5.0640366667,2020-11-03,ais,9798.215219854726,661.5349858961999
155629,-81.1152733333,-5.057225,2020-12-21,ais,9391.100387644081,1414.418036263436
155631,-81.1219316667,-5.056975,2020-03-02,ais,8653.052869899257,1441.9180935341865
155633,-81.1121183333,-5.0671566667,2020-02-29,ais,9741.005561051483,316.6437193416059
155636,-81.11,-5.0666133333,2020-03-08,ais,9975.798187952314,376.74339754879475
155639,-81.1129166667,-5.058835,2020-01-19,ais,9652.355754028482,1236.4962834827602
155640,-81.1247733333,-5.0698133333,2020-02-27,ais,8338.341188020364,22.72241112589836
155641,-81.1104533333,-5.0668533333,2020-12-21,ais,9925.553757105605,350.2055225484073
155654,-81.1101066667,-5.05624,2020-05-27,ais,9963.780495407525,1523.3981171250343
